Province,CAT_B,WardNo,WardName,WIKIDATA,WardID,MapCode,MunicName,MS_FB_PARE,MS_FB
FS,FS184,6,Matjhabeng Ward 6,Q57575868,41804006,FS184_6,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:6
FS,FS184,7,Matjhabeng Ward 7,Q57575869,41804007,FS184_7,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:7
FS,FS184,8,Matjhabeng Ward 8,Q57575870,41804008,FS184_8,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:8
FS,FS184,9,Matjhabeng Ward 9,Q57575871,41804009,FS184_9,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:9
FS,FS184,10,Matjhabeng Ward 10,Q57575873,41804010,FS184_10,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:10
FS,FS184,11,Matjhabeng Ward 11,Q57575874,41804011,FS184_11,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:11
FS,FS184,12,Matjhabeng Ward 12,Q57575876,41804012,FS184_12,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:12
FS,FS184,13,Matjhabeng Ward 13,Q57575877,41804013,FS184_13,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:13
FS,FS184,14,Matjhabeng Ward 14,Q57575879,41804014,FS184_14,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:14
FS,FS184,15,Matjhabeng Ward 15,Q57575880,41804015,FS184_15,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:15
FS,FS184,16,Matjhabeng Ward 16,Q57575882,41804016,FS184_16,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:16
FS,FS184,17,Matjhabeng Ward 17,Q57575883,41804017,FS184_17,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:17
FS,FS184,18,Matjhabeng Ward 18,Q57575884,41804018,FS184_18,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:18
FS,FS184,19,Matjhabeng Ward 19,Q57575886,41804019,FS184_19,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:19
FS,FS184,20,Matjhabeng Ward 20,Q57575887,41804020,FS184_20,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:20
FS,FS184,21,Matjhabeng Ward 21,Q57575888,41804021,FS184_21,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:21
FS,FS184,22,Matjhabeng Ward 22,Q57575891,41804022,FS184_22,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:22
FS,FS184,23,Matjhabeng Ward 23,Q57575892,41804023,FS184_23,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:23
FS,FS184,24,Matjhabeng Ward 24,Q57575894,41804024,FS184_24,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:24
FS,FS184,25,Matjhabeng Ward 25,Q57575897,41804025,FS184_25,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:25
FS,FS184,26,Matjhabeng Ward 26,Q57575899,41804026,FS184_26,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:26
FS,FS184,27,Matjhabeng Ward 27,Q57575900,41804027,FS184_27,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:27
FS,FS184,28,Matjhabeng Ward 28,Q57575903,41804028,FS184_28,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:28
FS,FS184,29,Matjhabeng Ward 29,Q57575905,41804029,FS184_29,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:29
FS,FS184,30,Matjhabeng Ward 30,Q57575907,41804030,FS184_30,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:30
FS,FS184,31,Matjhabeng Ward 31,Q57575908,41804031,FS184_31,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:31
FS,FS184,32,Matjhabeng Ward 32,Q57575910,41804032,FS184_32,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:32
FS,FS184,33,Matjhabeng Ward 33,Q57575912,41804033,FS184_33,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:33
FS,FS184,34,Matjhabeng Ward 34,Q57575914,41804034,FS184_34,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:34
FS,FS184,35,Matjhabeng Ward 35,Q57575915,41804035,FS184_35,Matjhabeng,country:za/province:fs/local-municipality:matjhabeng,country:za/province:fs/local-municipality:matjhabeng/ward:35
WC,CPT,70,City of Cape Town Ward 70,Q57575918,19100070,CPT_70,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:70
WC,CPT,71,City of Cape Town Ward 71,Q57575919,19100071,CPT_71,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:71
WC,CPT,72,City of Cape Town Ward 72,Q57575922,19100072,CPT_72,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:72
WC,CPT,73,City of Cape Town Ward 73,Q57575923,19100073,CPT_73,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:73
WC,CPT,74,City of Cape Town Ward 74,Q57575924,19100074,CPT_74,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:74
WC,CPT,75,City of Cape Town Ward 75,Q57575927,19100075,CPT_75,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:75
WC,CPT,76,City of Cape Town Ward 76,Q57575928,19100076,CPT_76,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:76
WC,CPT,77,City of Cape Town Ward 77,Q57575930,19100077,CPT_77,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:77
WC,CPT,78,City of Cape Town Ward 78,Q57575931,19100078,CPT_78,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:78
WC,CPT,79,City of Cape Town Ward 79,Q57575932,19100079,CPT_79,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:79
WC,CPT,80,City of Cape Town Ward 80,Q57575933,19100080,CPT_80,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:80
WC,CPT,81,City of Cape Town Ward 81,Q57575934,19100081,CPT_81,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:81
WC,CPT,82,City of Cape Town Ward 82,Q57575935,19100082,CPT_82,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:82
WC,CPT,83,City of Cape Town Ward 83,Q57575937,19100083,CPT_83,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:83
WC,CPT,84,City of Cape Town Ward 84,Q57575939,19100084,CPT_84,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:84
WC,CPT,85,City of Cape Town Ward 85,Q57575940,19100085,CPT_85,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:85
WC,CPT,86,City of Cape Town Ward 86,Q57575944,19100086,CPT_86,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:86
WC,CPT,87,City of Cape Town Ward 87,Q57575945,19100087,CPT_87,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:87
WC,CPT,88,City of Cape Town Ward 88,Q57575946,19100088,CPT_88,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:88
WC,CPT,89,City of Cape Town Ward 89,Q57575948,19100089,CPT_89,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:89
WC,CPT,90,City of Cape Town Ward 90,Q57575950,19100090,CPT_90,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:90
WC,CPT,91,City of Cape Town Ward 91,Q57575951,19100091,CPT_91,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:91
WC,CPT,92,City of Cape Town Ward 92,Q57575953,19100092,CPT_92,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:92
WC,CPT,93,City of Cape Town Ward 93,Q57575954,19100093,CPT_93,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:93
WC,CPT,94,City of Cape Town Ward 94,Q57575957,19100094,CPT_94,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:94
WC,CPT,95,City of Cape Town Ward 95,Q57575958,19100095,CPT_95,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:95
WC,CPT,96,City of Cape Town Ward 96,Q57575960,19100096,CPT_96,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:96
WC,CPT,97,City of Cape Town Ward 97,Q57575963,19100097,CPT_97,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:97
WC,CPT,98,City of Cape Town Ward 98,Q57575964,19100098,CPT_98,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:98
WC,CPT,99,City of Cape Town Ward 99,Q57575967,19100099,CPT_99,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:99
WC,CPT,100,City of Cape Town Ward 100,Q57575970,19100100,CPT_100,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:100
WC,CPT,1,City of Cape Town Ward 1,Q57573392,19100001,CPT_1,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:1
WC,CPT,2,City of Cape Town Ward 2,Q57575972,19100002,CPT_2,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:2
WC,CPT,3,City of Cape Town Ward 3,Q57575973,19100003,CPT_3,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:3
WC,CPT,4,City of Cape Town Ward 4,Q57575974,19100004,CPT_4,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:4
WC,CPT,5,City of Cape Town Ward 5,Q57575976,19100005,CPT_5,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:5
WC,CPT,6,City of Cape Town Ward 6,Q57575977,19100006,CPT_6,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:6
WC,CPT,7,City of Cape Town Ward 7,Q57575978,19100007,CPT_7,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:7
WC,CPT,8,City of Cape Town Ward 8,Q57575979,19100008,CPT_8,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:8
WC,CPT,9,City of Cape Town Ward 9,Q57575981,19100009,CPT_9,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:9
WC,CPT,10,City of Cape Town Ward 10,Q57575983,19100010,CPT_10,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:10
WC,CPT,11,City of Cape Town Ward 11,Q57575985,19100011,CPT_11,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:11
WC,CPT,12,City of Cape Town Ward 12,Q57575987,19100012,CPT_12,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:12
WC,CPT,13,City of Cape Town Ward 13,Q57575988,19100013,CPT_13,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:13
WC,CPT,14,City of Cape Town Ward 14,Q57575989,19100014,CPT_14,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:14
WC,CPT,15,City of Cape Town Ward 15,Q57575991,19100015,CPT_15,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:15
WC,CPT,16,City of Cape Town Ward 16,Q57575993,19100016,CPT_16,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:16
WC,CPT,17,City of Cape Town Ward 17,Q57575994,19100017,CPT_17,City of Cape Town,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to,country:za/province:wc/metropolitan-municipality-of-south-africa:city-of-cape-to/ward:17
